,index,Sold Date,Property Type,Zipcode,Price,Beds,Baths,SQFT,Lot Size,Year Built,Price per SQFT,HOA,Latitude,Longitude,Mobile/Manufactured Home,Multi-Family (2-4 Unit),Multi-Family (5+ Unit),Single Family Residential,Townhouse
9998,12213,2021-01-21,Single Family Residential,95118,1375000.0,3.0,2.5,1674.0,8475.0,1957.0,821.3859020310633,0.0,37.2702242,-121.8809204,0,0,0,1,0
9999,12215,2019-11-26,Single Family Residential,95124,1250000.0,3.0,2.0,1304.0,7582.0,1957.0,958.5889570552147,0.0,37.2668076,-121.9369339,0,0,0,1,0
10000,12216,2020-11-25,Single Family Residential,95008,1400000.0,3.0,2.0,1248.0,6002.0,1959.0,1121.7948717948718,0.0,37.2903624,-121.9796361,0,0,0,1,0
10001,12217,2020-12-14,Single Family Residential,95130,1580000.0,3.0,2.0,1473.0,7447.0,1968.0,1072.6408689748812,0.0,37.2876164,-121.9857002,0,0,0,1,0
10002,12218,2020-08-17,Single Family Residential,95129,1788800.0,4.0,2.0,1585.0,8253.0,1959.0,1128.5804416403785,0.0,37.2976109,-121.9871439,0,0,0,1,0
10003,12219,2019-11-22,Single Family Residential,95008,1200000.0,3.0,2.0,1272.0,6189.0,1957.0,943.3962264150944,0.0,37.2876002,-121.9799471,0,0,0,1,0
10004,12220,2019-08-29,Single Family Residential,95008,1300000.0,4.0,2.0,1502.0,6420.0,1959.0,865.5126498002663,0.0,37.2914097,-121.9799027,0,0,0,1,0
10005,12229,2019-04-29,Single Family Residential,95118,1252500.0,3.0,2.0,1420.0,6300.0,1961.0,882.0422535211268,0.0,37.2435782,-121.8819431,0,0,0,1,0
10006,12230,2019-10-04,Single Family Residential,95118,980000.0,3.0,2.0,1464.0,5934.0,1963.0,669.3989071038251,0.0,37.2548086,-121.8895466,0,0,0,1,0
10007,12231,2020-06-10,Single Family Residential,95124,1175000.0,3.0,1.0,1163.0,17109.0,1950.0,1010.3181427343078,0.0,37.2605039,-121.9333783,0,0,0,1,0
10008,12233,2020-10-30,Single Family Residential,95124,2138000.0,4.0,2.5,2482.0,10500.0,1950.0,861.4020950846092,0.0,37.2571171,-121.9244889,0,0,0,1,0
10009,12234,2020-11-30,Single Family Residential,95124,1150000.0,3.0,2.0,1282.0,7138.0,1958.0,897.0358814352575,0.0,37.2727626,-121.9293782,0,0,0,1,0
10010,12235,2020-10-15,Single Family Residential,95124,1830000.0,3.0,2.5,1859.0,9569.0,1961.0,984.4002151694459,0.0,37.2780252,-121.9274447,0,0,0,1,0
10011,12236,2019-04-26,Single Family Residential,95124,1069000.0,3.0,2.0,1066.0,5390.0,1955.0,1002.8142589118199,0.0,37.2744346,-121.9229332,0,0,0,1,0
10012,12239,2020-10-08,Single Family Residential,95037,2004163.0,4.0,4.5,4167.0,13823.0,2020.0,480.9606431485481,375.0,37.164601,-121.634912,0,0,0,1,0
10013,12240,2020-10-09,Single Family Residential,95136,1200000.0,3.0,2.5,1945.0,3104.0,2004.0,616.9665809768637,0.0,37.2641733,-121.8468539,0,0,0,1,0
10014,12241,2019-04-26,Single Family Residential,95136,1200000.0,4.0,2.5,2124.0,5984.0,1973.0,564.9717514124294,0.0,37.2598594,-121.8489444,0,0,0,1,0
10015,12242,2020-02-04,Single Family Residential,95136,1250000.0,5.0,3.0,2533.0,6111.0,1974.0,493.4859849980261,0.0,37.2617428,-121.8495672,0,0,0,1,0
10016,12243,2019-05-28,Single Family Residential,95136,975000.0,4.0,2.5,2209.0,6797.0,1979.0,441.376188320507,0.0,37.2689841,-121.8326638,0,0,0,1,0
10017,12244,2019-06-14,Single Family Residential,95136,1105000.0,5.0,3.0,2563.0,6730.0,1978.0,431.1353882169333,0.0,37.2692578,-121.8262132,0,0,0,1,0
10018,12245,2019-08-30,Single Family Residential,95136,1205000.0,4.0,2.5,2352.0,6902.0,1979.0,512.3299319727892,0.0,37.2693834,-121.8313293,0,0,0,1,0
10019,12246,2019-12-23,Single Family Residential,95124,985000.0,3.0,2.0,1281.0,5734.0,1955.0,768.9305230288837,0.0,37.2670861,-121.9264891,0,0,0,1,0
10020,12247,2019-08-26,Single Family Residential,95124,1100000.0,3.0,2.0,1244.0,6219.0,1957.0,884.2443729903537,0.0,37.2688817,-121.9242667,0,0,0,1,0
10021,12248,2019-06-28,Single Family Residential,95008,1300000.0,3.0,2.5,1870.0,2639.0,2002.0,695.187165775401,398.0,37.265505,-121.945351,0,0,0,1,0
10022,12250,2020-05-29,Single Family Residential,95008,1588000.0,4.0,2.0,1693.0,6261.0,1961.0,937.9799173065564,0.0,37.2844358,-121.9723499,0,0,0,1,0
10023,12251,2020-07-24,Single Family Residential,95008,1300000.0,3.0,2.0,1596.0,6149.0,1961.0,814.5363408521304,0.0,37.2798253,-121.9683068,0,0,0,1,0
10024,12252,2019-12-27,Single Family Residential,95008,1070000.0,3.0,2.0,1170.0,6680.0,1955.0,914.5299145299145,0.0,37.2806962,-121.9632859,0,0,0,1,0
10025,12253,2020-12-02,Single Family Residential,95124,1450000.0,3.0,2.0,1539.0,7809.0,1979.0,942.1702404158544,0.0,37.2551773,-121.9483554,0,0,0,1,0
10026,12254,2019-10-25,Single Family Residential,95124,1270008.0,4.0,2.0,1552.0,6328.0,1959.0,818.3041237113403,0.0,37.258615,-121.9448002,0,0,0,1,0
10027,12255,2020-01-10,Townhouse,95032,1050000.0,3.0,2.0,1218.0,2360.0,1972.0,862.0689655172414,365.0,37.2429759,-121.9450224,0,0,0,0,1
10028,12256,2019-09-25,Single Family Residential,95124,1700000.0,3.0,2.0,1450.0,6510.0,1959.0,1172.4137931034484,0.0,37.2503458,-121.9492886,0,0,0,1,0
10029,12257,2019-07-26,Condo/Co-op,95124,579000.0,2.0,1.0,798.0,3234.0,1973.0,725.5639097744361,340.0,37.2515466,-121.9412226,0,0,0,0,0
10030,12258,2020-11-13,Single Family Residential,95125,1400000.0,2.0,1.0,1334.0,8214.0,1951.0,1049.4752623688155,0.0,37.2859336,-121.8880571,0,0,0,1,0
10031,12259,2020-03-20,Single Family Residential,95125,2735000.0,5.0,4.5,3440.0,6563.0,2019.0,795.0581395348837,0.0,37.292173,-121.8868788,0,0,0,1,0
10032,12260,2020-12-18,Condo/Co-op,95124,520000.0,1.0,1.0,498.0,0.0,1985.0,1044.1767068273093,258.0,37.2636332,-121.9415196,0,0,0,0,0
10033,12261,2020-12-16,Single Family Residential,95124,1835000.0,5.0,3.5,2605.0,4648.0,2005.0,704.4145873320538,90.0,37.2600413,-121.9443693,0,0,0,1,0
10034,12263,2019-07-24,Single Family Residential,95123,1045000.0,4.0,2.5,1908.0,6351.0,1968.0,547.6939203354298,0.0,37.2560877,-121.8326194,0,0,0,1,0
10035,12264,2020-07-09,Single Family Residential,95118,1277777.0,3.0,2.0,1198.0,6425.0,1959.0,1066.5918196994992,0.0,37.2418258,-121.8931258,0,0,0,1,0
10036,12266,2019-06-06,Single Family Residential,95124,1490000.0,3.0,2.5,1873.0,7412.0,1968.0,795.515216230646,0.0,37.2367896,-121.9209552,0,0,0,1,0
10037,12269,2020-07-09,Single Family Residential,95124,1550000.0,4.0,2.0,1980.0,6331.0,1961.0,782.8282828282828,0.0,37.2329696,-121.9101088,0,0,0,1,0
10038,12270,2020-01-13,Single Family Residential,95124,1320000.0,3.0,2.0,1400.0,6434.0,1959.0,942.8571428571429,0.0,37.2343741,-121.910131,0,0,0,1,0
10039,12271,2020-11-23,Single Family Residential,95124,1575000.0,3.0,2.0,1523.0,7115.0,1968.0,1034.1431385423507,0.0,37.2310725,-121.9081527,0,0,0,1,0
10040,12272,2020-12-21,Single Family Residential,95124,1605000.0,5.0,2.0,2038.0,9533.0,1958.0,787.5368007850834,0.0,37.2371221,-121.9065523,0,0,0,1,0
10041,12273,2019-05-31,Single Family Residential,95032,2290000.0,4.0,2.5,2583.0,9834.0,1963.0,886.566008517228,46.0,37.2356283,-121.9178658,0,0,0,1,0
10042,12277,2020-11-03,Single Family Residential,95119,1390000.0,5.0,3.0,2563.0,6734.0,1972.0,542.3332032774093,33.0,37.2305582,-121.793821,0,0,0,1,0
10043,12278,2019-08-09,Single Family Residential,95119,1090000.0,4.0,2.0,2312.0,6036.0,1968.0,471.4532871972318,33.0,37.2341641,-121.7966913,0,0,0,1,0
10044,12279,2019-08-30,Single Family Residential,95119,1210000.0,4.0,2.5,2337.0,6695.0,1966.0,517.757809157039,33.0,37.2358998,-121.799517,0,0,0,1,0
10045,12280,2019-06-10,Single Family Residential,95119,928000.0,3.0,2.0,1137.0,6063.0,1970.0,816.1829375549693,0.0,37.2325694,-121.7898603,0,0,0,1,0
10046,12281,2020-03-10,Single Family Residential,95123,885000.0,3.0,2.0,1160.0,6208.0,1965.0,762.9310344827586,0.0,37.2490391,-121.828749,0,0,0,1,0
10047,12282,2020-12-15,Single Family Residential,95123,921000.0,2.0,1.5,1076.0,6004.0,1970.0,855.9479553903345,0.0,37.2376166,-121.8436513,0,0,0,1,0
10048,12283,2020-08-27,Single Family Residential,95123,940000.0,3.0,2.0,1208.0,6182.0,1965.0,778.1456953642385,0.0,37.2444716,-121.8316852,0,0,0,1,0
10049,12284,2020-08-28,Single Family Residential,95123,1050000.0,4.0,2.0,1438.0,7491.0,1968.0,730.1808066759388,0.0,37.2401861,-121.8445632,0,0,0,1,0
10050,12285,2020-12-11,Single Family Residential,95123,1060000.0,4.0,2.0,1579.0,6103.0,1966.0,671.3109563014566,0.0,37.2424565,-121.8313738,0,0,0,1,0
10051,12286,2019-06-11,Single Family Residential,95123,885000.0,4.0,2.0,1345.0,6574.0,1965.0,657.992565055762,0.0,37.2444217,-121.8346212,0,0,0,1,0
10052,12287,2020-12-11,Single Family Residential,95111,1010000.0,4.0,2.0,1620.0,7026.0,1976.0,623.4567901234568,0.0,37.2667153,-121.8186055,0,0,0,1,0
10053,12288,2020-10-06,Mobile/Manufactured Home,95111,282500.0,2.0,2.0,1536.0,0.0,1979.0,183.91927083333334,0.0,37.2931314,-121.8570161,1,0,0,0,0
10054,12289,2020-04-17,Mobile/Manufactured Home,95111,249500.0,3.0,2.0,1536.0,0.0,1979.0,162.43489583333334,0.0,37.2939371,-121.8545631,1,0,0,0,0
10055,12290,2020-12-24,Townhouse,95111,885000.0,3.0,3.5,1856.0,1009.0,2015.0,476.8318965517241,191.0,37.2902029,-121.8544811,0,0,0,0,1
10056,12291,2019-11-01,Townhouse,95111,730000.0,2.0,2.5,1457.0,1142.0,2015.0,501.02951269732324,195.0,37.2898807,-121.8537574,0,0,0,0,1
10057,12292,2019-05-03,Mobile/Manufactured Home,95111,310000.0,3.0,2.0,1560.0,0.0,1998.0,198.71794871794873,0.0,37.2935704,-121.8547973,1,0,0,0,0
10058,12293,2019-07-02,Mobile/Manufactured Home,95111,235000.0,3.0,2.0,1900.0,0.0,1980.0,123.6842105263158,0.0,37.2937446,-121.8558091,1,0,0,0,0
10059,12294,2019-12-06,Townhouse,95136,940000.0,4.0,3.5,2002.0,2002.0,2019.0,469.53046953046953,333.0,37.2858398,-121.8526389,0,0,0,0,1
10060,12295,2020-12-04,Townhouse,95111,730000.0,2.0,2.5,1303.0,569.0,2018.0,560.2455871066769,194.0,37.291484,-121.853523,0,0,0,0,1
10061,12296,2020-02-28,Townhouse,95111,770000.0,2.0,2.5,1303.0,539.0,2016.0,590.9439754412894,195.0,37.291369,-121.853006,0,0,0,0,1
10062,12297,2020-01-30,Condo/Co-op,95111,505000.0,2.0,2.0,918.0,0.0,1983.0,550.1089324618737,425.0,37.2832106,-121.8376239,0,0,0,0,0
10063,12298,2020-01-23,Single Family Residential,95111,930000.0,5.0,3.5,2846.0,9451.0,1951.0,326.77442023893184,0.0,37.2875265,-121.8375349,0,0,0,1,0
10064,12299,2019-07-26,Condo/Co-op,95136,889000.0,3.0,2.5,1810.0,1166.0,2004.0,491.16022099447514,209.0,37.2839303,-121.8575023,0,0,0,0,0
10065,12300,2020-07-28,Condo/Co-op,95136,710000.0,2.0,2.5,1285.0,1039.0,1997.0,552.5291828793775,315.0,37.276818,-121.857924,0,0,0,0,0
10066,12301,2019-05-31,Condo/Co-op,95136,725000.0,2.0,2.5,1104.0,4091.0,2000.0,656.7028985507246,255.0,37.2823769,-121.859561,0,0,0,0,0
10067,12302,2019-07-24,Condo/Co-op,95136,620000.0,2.0,2.0,1067.0,4113.0,1988.0,581.0684161199625,500.0,37.282827,-121.860311,0,0,0,0,0
10068,12303,2019-10-22,Condo/Co-op,95136,750000.0,3.0,3.0,1443.0,600.0,1997.0,519.7505197505197,297.0,37.277783,-121.858611,0,0,0,0,0
10069,12304,2020-06-24,Condo/Co-op,95136,650000.0,2.0,2.0,1173.0,0.0,1988.0,554.1346973572038,542.0,37.28283,-121.8600652,0,0,0,0,0
10070,12306,2020-12-17,Single Family Residential,95119,1115000.0,3.0,2.0,1493.0,7466.0,1976.0,746.8184862692565,0.0,37.2271757,-121.8024984,0,0,0,1,0
10071,12307,2020-08-25,Single Family Residential,95123,980000.0,4.0,2.0,1475.0,5664.0,1968.0,664.4067796610169,0.0,37.2306249,-121.8102408,0,0,0,1,0
10072,12308,2019-10-01,Single Family Residential,95123,1155000.0,4.0,2.5,2186.0,5995.0,1968.0,528.3623055809699,0.0,37.2331937,-121.8067479,0,0,0,1,0
10073,12309,2019-11-27,Single Family Residential,95123,885000.0,3.0,2.0,1143.0,6560.0,1968.0,774.2782152230972,0.0,37.2372329,-121.8091729,0,0,0,1,0
10074,12310,2019-07-12,Single Family Residential,95123,1160000.0,4.0,2.0,1475.0,6904.0,1969.0,786.4406779661017,0.0,37.2290298,-121.8117981,0,0,0,1,0
10075,12311,2019-06-26,Single Family Residential,95123,1062000.0,4.0,2.0,1940.0,7000.0,1968.0,547.4226804123712,0.0,37.2380317,-121.80568,0,0,0,1,0
10076,12325,2019-05-21,Mobile/Manufactured Home,95037,350000.0,3.0,2.0,1576.0,0.0,2015.0,222.08121827411168,0.0,37.1575226,-121.6721551,1,0,0,0,0
10077,12327,2020-11-18,Condo/Co-op,95136,730000.0,3.0,2.5,1360.0,0.0,1985.0,536.7647058823529,370.0,37.26394,-121.822713,0,0,0,0,0
10078,12328,2020-04-21,Condo/Co-op,95136,683000.0,3.0,2.5,1360.0,1296.0,1988.0,502.20588235294116,280.0,37.267771,-121.823455,0,0,0,0,0
10079,12329,2019-09-30,Single Family Residential,95111,720000.0,3.0,2.0,1363.0,6187.0,1964.0,528.2465150403522,0.0,37.2740968,-121.8183385,0,0,0,1,0
10080,12330,2020-03-24,Townhouse,95136,727000.0,3.0,2.5,1360.0,1073.0,1988.0,534.5588235294117,322.0,37.266157,-121.823457,0,0,0,0,1
10081,12331,2021-01-13,Condo/Co-op,95136,520000.0,2.0,1.0,816.0,0.0,1984.0,637.2549019607843,386.0,37.264694,-121.824426,0,0,0,0,0
10082,12332,2020-03-20,Single Family Residential,95111,880000.0,3.0,2.0,1384.0,6025.0,1976.0,635.8381502890173,0.0,37.2669834,-121.8153798,0,0,0,1,0
10083,12333,2020-12-11,Townhouse,95139,620000.0,2.0,1.5,1242.0,1584.0,1971.0,499.194847020934,397.0,37.2256748,-121.7761414,0,0,0,0,1
10084,12334,2020-10-23,Condo/Co-op,95139,710000.0,3.0,2.5,1386.0,1671.0,1979.0,512.2655122655123,325.0,37.2270722,-121.7720577,0,0,0,0,0
10085,12335,2020-11-02,Single Family Residential,95119,938000.0,3.0,2.0,1401.0,5973.0,1980.0,669.5217701641684,0.0,37.235492,-121.7698415,0,0,0,1,0
10086,12336,2020-02-05,Condo/Co-op,95139,725000.0,4.0,2.5,1656.0,2112.0,1971.0,437.80193236714973,389.0,37.224221,-121.776508,0,0,0,0,0
10087,12337,2019-06-17,Townhouse,95139,750000.0,3.0,2.5,1447.0,1570.0,1979.0,518.3137525915688,315.0,37.2269104,-121.7719687,0,0,0,0,1
10088,12338,2020-09-03,Single Family Residential,95136,1200000.0,4.0,2.5,1891.0,7292.0,1968.0,634.5848757271285,0.0,37.2731096,-121.8573507,0,0,0,1,0
10089,12343,2020-12-07,Condo/Co-op,95123,745000.0,2.0,2.5,1211.0,2016.0,1999.0,615.1940545004129,275.0,37.2405303,-121.8063919,0,0,0,0,0
10090,12344,2020-12-22,Single Family Residential,95124,1108000.0,3.0,2.0,1260.0,6950.0,1955.0,879.3650793650794,0.0,37.2670678,-121.9226665,0,0,0,1,0
10091,12345,2019-12-02,Single Family Residential,95124,1003000.0,3.0,2.0,1176.0,5846.0,1959.0,852.8911564625851,0.0,37.27232,-121.919955,0,0,0,1,0
10092,12346,2020-12-02,Multi-Family (2-4 Unit),95124,1266000.0,4.0,2.0,1777.0,6890.0,1962.0,712.4366910523354,0.0,37.268213,-121.920137,0,1,0,0,0
10093,12347,2020-07-07,Single Family Residential,95124,1300000.0,3.0,2.0,1478.0,6083.0,1963.0,879.5669824086604,0.0,37.2751164,-121.9185326,0,0,0,1,0
10094,12348,2020-02-12,Condo/Co-op,95123,460000.0,2.0,1.0,903.0,3134.0,1970.0,509.41306755260246,360.0,37.2478053,-121.8527461,0,0,0,0,0
10095,12349,2020-05-22,Single Family Residential,95123,915000.0,3.0,2.0,1072.0,6059.0,1971.0,853.544776119403,0.0,37.2409404,-121.8554382,0,0,0,1,0
10096,12350,2020-06-30,Single Family Residential,95123,945000.0,3.0,2.0,1576.0,7092.0,1966.0,599.6192893401015,0.0,37.237785,-121.8477435,0,0,0,1,0
10097,12351,2020-12-31,Single Family Residential,95123,1032000.0,4.0,2.0,1640.0,5855.0,1968.0,629.2682926829268,0.0,37.2414387,-121.8439627,0,0,0,1,0
10098,12352,2020-05-13,Single Family Residential,95121,940000.0,4.0,2.0,1478.0,6286.0,1973.0,635.9945872801082,0.0,37.2977756,-121.8045898,0,0,0,1,0
10099,12353,2019-07-12,Single Family Residential,95121,720000.0,2.0,2.0,1196.0,3500.0,1975.0,602.0066889632106,0.0,37.2933852,-121.8156245,0,0,0,1,0
10100,12358,2020-09-02,Single Family Residential,95138,1980000.0,4.0,3.5,3107.0,7400.0,1996.0,637.2706791116833,148.0,37.2752975,-121.7654255,0,0,0,1,0
10101,12359,2020-08-28,Single Family Residential,95111,958000.0,4.0,2.0,1542.0,5968.0,1981.0,621.2710765239948,0.0,37.2699868,-121.8017419,0,0,0,1,0
10102,12360,2020-12-17,Single Family Residential,95138,2200005.0,4.0,3.5,3114.0,6276.0,1993.0,706.4884393063584,138.0,37.2800812,-121.7751289,0,0,0,1,0
10103,12361,2020-10-07,Single Family Residential,95138,2100000.0,4.0,3.5,3429.0,8293.0,1996.0,612.4234470691164,148.0,37.2756663,-121.7658929,0,0,0,1,0
10104,12362,2020-04-01,Single Family Residential,95138,1580000.0,3.0,2.0,1875.0,6234.0,1996.0,842.6666666666666,148.0,37.2774523,-121.7648914,0,0,0,1,0
10105,12363,2020-08-28,Single Family Residential,95120,1360000.0,3.0,2.0,1873.0,7983.0,1967.0,726.1078483715963,0.0,37.2173225,-121.8665641,0,0,0,1,0
10106,12365,2019-10-11,Townhouse,95120,825000.0,2.0,2.0,1138.0,2257.0,1976.0,724.9560632688928,380.0,37.2184236,-121.8606878,0,0,0,0,1
10107,12368,2019-07-22,Single Family Residential,95124,1258000.0,3.0,2.0,1430.0,6058.0,1966.0,879.7202797202797,0.0,37.2465065,-121.9273781,0,0,0,1,0
10108,12369,2020-02-27,Townhouse,95124,1080000.0,3.0,2.5,1535.0,1139.0,2007.0,703.5830618892509,260.0,37.2513423,-121.9372587,0,0,0,0,1
10109,12370,2019-06-28,Single Family Residential,95032,2618000.0,4.0,2.5,3121.0,11122.0,2000.0,838.8337071451458,150.0,37.2352019,-121.9255557,0,0,0,1,0
10110,12371,2020-11-27,Single Family Residential,95124,1705000.0,4.0,2.0,1865.0,9454.0,1952.0,914.2091152815013,0.0,37.249155,-121.9376005,0,0,0,1,0
10111,12372,2019-10-30,Condo/Co-op,95136,900000.0,3.0,2.5,2049.0,944.0,1993.0,439.2386530014641,420.0,37.263097,-121.874199,0,0,0,0,0
10112,12373,2020-04-23,Townhouse,95136,770000.0,3.0,2.5,1354.0,1683.0,1981.0,568.685376661743,316.0,37.265544,-121.870084,0,0,0,0,1
10113,12374,2020-09-04,Townhouse,95136,885000.0,3.0,2.5,1992.0,912.0,1993.0,444.27710843373495,455.0,37.2632536,-121.8743948,0,0,0,0,1
10114,12375,2020-07-08,Single Family Residential,95136,960000.0,3.0,2.0,1685.0,5955.0,1968.0,569.7329376854599,0.0,37.2702822,-121.8633993,0,0,0,1,0
10115,12376,2020-09-14,Single Family Residential,95136,975000.0,3.0,2.0,1232.0,6180.0,1975.0,791.3961038961039,0.0,37.268217,-121.8681578,0,0,0,1,0
10116,12377,2020-10-16,Mobile/Manufactured Home,95123,215000.0,2.0,2.0,1120.0,0.0,1992.0,191.96428571428572,0.0,37.2517633,-121.8124962,1,0,0,0,0
10117,12378,2020-12-10,Condo/Co-op,95123,865000.0,3.0,3.0,1822.0,0.0,2017.0,474.7530186608123,205.0,37.251031,-121.7976034,0,0,0,0,0
10118,12379,2019-04-26,Single Family Residential,95123,850000.0,3.0,2.0,1755.0,7434.0,1968.0,484.33048433048435,0.0,37.2511766,-121.8181383,0,0,0,1,0
10119,12380,2019-05-29,Single Family Residential,95123,915000.0,4.0,2.0,1400.0,6060.0,1969.0,653.5714285714286,0.0,37.2502206,-121.8256794,0,0,0,1,0
10120,12381,2020-12-15,Single Family Residential,95136,920000.0,3.0,2.0,1065.0,6533.0,1971.0,863.8497652582159,0.0,37.2603288,-121.8259908,0,0,0,1,0
10121,12382,2020-07-15,Single Family Residential,95136,960000.0,4.0,2.0,1632.0,8767.0,1981.0,588.2352941176471,0.0,37.2614408,-121.8196288,0,0,0,1,0
10122,12383,2020-11-12,Condo/Co-op,95136,720000.0,3.0,2.5,1360.0,0.0,1986.0,529.4117647058823,370.0,37.264818,-121.822516,0,0,0,0,0
10123,12384,2019-09-13,Condo/Co-op,95123,478000.0,2.0,1.0,903.0,903.0,1970.0,529.3466223698782,334.0,37.2539041,-121.8256182,0,0,0,0,0
10124,12385,2019-10-24,Townhouse,95136,740000.0,3.0,2.5,1452.0,6703.0,1986.0,509.6418732782369,359.0,37.264282,-121.822458,0,0,0,0,1
10125,12386,2019-05-29,Single Family Residential,95136,1045000.0,4.0,2.0,1982.0,6411.0,1982.0,527.2452068617558,0.0,37.2607015,-121.8217865,0,0,0,1,0
10126,12387,2020-08-12,Single Family Residential,95120,1799000.0,4.0,2.5,2500.0,8021.0,1968.0,719.6,70.0,37.2241474,-121.8989279,0,0,0,1,0
10127,12388,2020-06-22,Single Family Residential,95138,2250000.0,4.0,3.5,3927.0,14334.0,2004.0,572.9564553093965,150.0,37.2876511,-121.7950893,0,0,0,1,0
10128,12389,2019-06-07,Single Family Residential,95138,2450000.0,5.0,4.5,4488.0,10459.0,2003.0,545.9001782531194,150.0,37.2882221,-121.7954453,0,0,0,1,0
10129,12390,2020-02-14,Condo/Co-op,95135,435000.0,2.0,1.0,913.0,0.0,1973.0,476.4512595837897,714.0,37.287572,-121.754356,0,0,0,0,0
10130,12391,2019-06-03,Condo/Co-op,95135,650000.0,2.0,2.0,1184.0,1655.0,1985.0,548.9864864864865,766.0,37.28867,-121.761055,0,0,0,0,0
10131,12392,2020-07-31,Single Family Residential,95123,985000.0,4.0,2.0,1495.0,6341.0,1971.0,658.8628762541806,0.0,37.2390952,-121.8297722,0,0,0,1,0
10132,12393,2020-09-04,Single Family Residential,95123,940000.0,3.0,2.0,1409.0,6438.0,1968.0,667.1398154719659,0.0,37.2365716,-121.8327973,0,0,0,1,0
10133,12394,2020-04-07,Single Family Residential,95120,1540000.0,3.0,2.0,1780.0,7297.0,1980.0,865.1685393258427,0.0,37.2118595,-121.8340874,0,0,0,1,0
10134,12395,2020-10-30,Single Family Residential,95123,1238000.0,4.0,3.0,2016.0,6120.0,1968.0,614.0873015873016,0.0,37.2332437,-121.8217643,0,0,0,1,0
10135,12396,2019-06-10,Single Family Residential,95123,1170000.0,4.0,3.5,1713.0,7734.0,1968.0,683.0122591943958,0.0,37.2363732,-121.8177824,0,0,0,1,0
10136,12399,2020-06-26,Single Family Residential,95120,1890000.0,4.0,2.5,2825.0,8001.0,1980.0,669.0265486725664,0.0,37.200358,-121.8356444,0,0,0,1,0
10137,12400,2020-09-29,Condo/Co-op,95135,1000000.0,3.0,2.0,1837.0,0.0,1984.0,544.3658138268917,1153.0,37.292388,-121.746635,0,0,0,0,0
10138,12401,2019-06-10,Single Family Residential,95135,1100000.0,3.0,2.0,2123.0,6581.0,1976.0,518.1347150259068,350.0,37.2857802,-121.7506686,0,0,0,1,0
10139,12402,2020-03-11,Condo/Co-op,95135,660000.0,2.0,2.0,1588.0,2094.0,1980.0,415.6171284634761,937.0,37.293801,-121.749874,0,0,0,0,0
10140,12403,2019-05-17,Condo/Co-op,95135,750000.0,2.0,2.0,1803.0,2661.0,1978.0,415.97337770382694,1202.0,37.283408,-121.751112,0,0,0,0,0
10141,12404,2019-10-18,Single Family Residential,95125,1170000.0,3.0,2.0,1460.0,6758.0,1951.0,801.3698630136986,0.0,37.2823249,-121.8956378,0,0,0,1,0
10142,12405,2019-06-25,Single Family Residential,95125,1190000.0,3.0,2.0,1130.0,7606.0,1951.0,1053.0973451327434,0.0,37.283027,-121.896065,0,0,0,1,0
10143,12406,2019-07-02,Single Family Residential,95125,1400000.0,3.0,2.0,1839.0,10380.0,1951.0,761.2833061446438,0.0,37.2843153,-121.8992835,0,0,0,1,0
10144,12407,2020-11-23,Single Family Residential,95125,2375000.0,5.0,4.0,3139.0,8989.0,1958.0,756.6103854730806,0.0,37.279141,-121.8949042,0,0,0,1,0
10145,12409,2020-10-06,Single Family Residential,95125,1100000.0,2.0,1.0,1010.0,5350.0,1950.0,1089.1089108910892,0.0,37.2957207,-121.8840775,0,0,0,1,0
10146,12410,2019-12-03,Townhouse,95125,845000.0,3.0,3.5,1792.0,683.0,2008.0,471.54017857142856,250.0,37.2975303,-121.8801186,0,0,0,0,1
10147,12411,2019-07-02,Townhouse,95125,639000.0,2.0,1.0,780.0,2116.0,1983.0,819.2307692307693,230.0,37.2969877,-121.8771336,0,0,0,0,1
10148,12412,2020-10-29,Single Family Residential,95125,1530000.0,3.0,2.5,1746.0,6678.0,1949.0,876.2886597938144,0.0,37.2973672,-121.8852336,0,0,0,1,0
10149,12413,2020-12-11,Single Family Residential,95118,1280000.0,3.0,2.0,1460.0,6177.0,1959.0,876.7123287671233,0.0,37.2700617,-121.8865453,0,0,0,1,0
10150,12414,2019-11-12,Single Family Residential,95118,1190000.0,3.0,2.0,1529.0,6038.0,1967.0,778.2864617396991,0.0,37.2643526,-121.8831882,0,0,0,1,0
10151,12415,2020-08-12,Single Family Residential,95124,1385000.0,4.0,2.0,1588.0,7528.0,1957.0,872.1662468513854,0.0,37.2632418,-121.9102866,0,0,0,1,0
10152,12416,2020-06-29,Single Family Residential,95124,1189000.0,3.0,2.0,1280.0,6031.0,1957.0,928.90625,0.0,37.2646362,-121.9108423,0,0,0,1,0
10153,12417,2020-09-11,Townhouse,95124,1158000.0,3.0,3.5,1934.0,871.0,2007.0,598.7590486039297,294.0,37.271159,-121.907783,0,0,0,0,1
10154,12418,2020-12-01,Single Family Residential,95124,1003000.0,3.0,2.0,1370.0,6190.0,1957.0,732.1167883211679,0.0,37.2648757,-121.9135539,0,0,0,1,0
10155,12419,2019-09-26,Condo/Co-op,95124,655000.0,1.0,1.0,971.0,1252.0,2007.0,674.562306900103,438.0,37.2720142,-121.9077526,0,0,0,0,0
10156,12420,2020-07-27,Condo/Co-op,95124,875000.0,2.0,2.0,1447.0,0.0,2007.0,604.6993780234969,281.0,37.2720142,-121.9077526,0,0,0,0,0
